name,latitude,longitude,date_of_occurrence
CRIMINAL DAMAGE,41.894709237,-87.640759183,2024-07-09T15:30:00.000
CRIMINAL DAMAGE,41.91052919,-87.674714437,2024-07-09T15:30:00.000
ASSAULT,41.730848491,-87.583894019,2024-07-09T15:30:00.000
ROBBERY,41.794672085,-87.623570871,2024-07-09T15:40:00.000
THEFT,41.755328086,-87.641720966,2024-07-09T15:41:00.000
CRIMINAL TRESPASS,41.991262667,-87.660305558,2024-07-09T15:44:00.000
CRIMINAL DAMAGE,41.779666218,-87.61078682,2024-07-09T15:45:00.000
THEFT,41.91058325,-87.726353375,2024-07-09T15:45:00.000
WEAPONS VIOLATION,41.745168688,-87.594123361,2024-07-09T15:50:00.000
MOTOR VEHICLE THEFT,41.887136371,-87.655685196,2024-07-09T15:52:00.000
OTHER OFFENSE,41.878342292,-87.709664582,2024-07-09T15:53:00.000
ROBBERY,41.735805436,-87.584004931,2024-07-09T15:55:00.000
ASSAULT,41.851396098,-87.699076554,2024-07-09T15:57:00.000
THEFT,41.712156766,-87.618758519,2024-07-09T16:00:00.000
BATTERY,41.788274347,-87.763351982,2024-07-09T16:00:00.000
CRIMINAL DAMAGE,41.71202569,-87.617540357,2024-07-09T16:00:00.000
BATTERY,41.880883082,-87.771812896,2024-07-09T16:00:00.000
ASSAULT,41.714349664,-87.550953562,2024-07-09T16:00:00.000
THEFT,41.922025604,-87.674860785,2024-07-09T16:00:00.000
DECEPTIVE PRACTICE,41.795730196,-87.622492022,2024-07-09T16:00:00.000
ASSAULT,41.792361522,-87.61916287,2024-07-09T16:00:00.000
THEFT,41.795730196,-87.622492022,2024-07-09T16:00:00.000
MOTOR VEHICLE THEFT,41.808725704,-87.640681075,2024-07-09T16:00:00.000
THEFT,41.976182125,-87.876421145,2024-07-09T16:00:00.000
THEFT,41.895028832,-87.651517456,2024-07-09T16:00:00.000
CRIMINAL DAMAGE,41.892820856,-87.625401502,2024-07-09T16:00:00.000
MOTOR VEHICLE THEFT,41.654045449,-87.602173601,2024-07-09T16:00:00.000
THEFT,41.830407799,-87.67371278,2024-07-09T16:00:00.000
DECEPTIVE PRACTICE,41.930334169,-87.639289833,2024-07-09T16:00:00.000
THEFT,41.944392481,-87.659975358,2024-07-09T16:02:00.000
ROBBERY,41.754592961,-87.741528537,2024-07-09T16:06:00.000
OTHER OFFENSE,41.905743783,-87.659668967,2024-07-09T16:09:00.000
DECEPTIVE PRACTICE,41.700019422,-87.702334926,2024-07-09T16:09:00.000
OTHER OFFENSE,41.720270048,-87.635906588,2024-07-09T16:09:00.000
DECEPTIVE PRACTICE,41.954344457,-87.664921916,2024-07-09T16:11:00.000
THEFT,41.909289945,-87.647258453,2024-07-09T16:15:00.000
BATTERY,41.872680029,-87.714066886,2024-07-09T16:18:00.000
DECEPTIVE PRACTICE,41.97231561,-87.684904503,2024-07-09T16:19:00.000
CRIMINAL DAMAGE,41.757873717,-87.60903384,2024-07-09T16:20:00.000
THEFT,41.925246375,-87.661433463,2024-07-09T16:20:00.000
THEFT,41.922507677,-87.653514209,2024-07-09T16:25:00.000
THEFT,41.677419239,-87.544921876,2024-07-09T16:28:00.000
ASSAULT,41.774239941,-87.604575132,2024-07-09T16:30:00.000
CRIMINAL TRESPASS,41.910105242,-87.70784923,2024-07-09T16:30:00.000
ASSAULT,41.757215086,-87.563044633,2024-07-09T16:30:00.000
MOTOR VEHICLE THEFT,41.738612461,-87.666786351,2024-07-09T16:30:00.000
CRIMINAL TRESPASS,41.78350684,-87.602757917,2024-07-09T16:30:00.000
BATTERY,41.900885473,-87.721765462,2024-07-09T16:37:00.000
BATTERY,41.873737423,-87.701627875,2024-07-09T16:38:00.000
THEFT,41.88233367,-87.627841791,2024-07-09T16:39:00.000
DECEPTIVE PRACTICE,41.766138458,-87.569873169,2024-07-09T16:42:00.000
CRIMINAL TRESPASS,41.974567599,-87.684241772,2024-07-09T16:45:00.000
THEFT,41.947522619,-87.664026407,2024-07-09T16:45:00.000
OTHER OFFENSE,41.653058026,-87.611376577,2024-07-09T16:48:00.000
THEFT,41.750066029,-87.554877295,2024-07-09T16:48:00.000
CRIMINAL TRESPASS,41.677800201,-87.64295433,2024-07-09T16:50:00.000
THEFT,41.953643409,-87.72801475,2024-07-09T16:53:00.000
OTHER OFFENSE,41.985511831,-87.674670429,2024-07-09T16:55:00.000
OTHER OFFENSE,41.804996145,-87.606467715,2024-07-09T17:00:00.000
CRIMINAL TRESPASS,41.886816564,-87.631677946,2024-07-09T17:00:00.000
DECEPTIVE PRACTICE,41.743379145,-87.613095562,2024-07-09T17:00:00.000
BURGLARY,41.951695185,-87.668986061,2024-07-09T17:00:00.000
CRIMINAL DAMAGE,41.901673296,-87.727503033,2024-07-09T17:00:00.000
CRIMINAL TRESPASS,41.975902528,-87.688358152,2024-07-09T17:00:00.000
ASSAULT,41.794441033,-87.618175313,2024-07-09T17:00:00.000
CRIMINAL DAMAGE,41.72436336,-87.645723674,2024-07-09T17:00:00.000
ASSAULT,41.891791478,-87.620917415,2024-07-09T17:05:00.000
THEFT,41.906276004,-87.670011875,2024-07-09T17:07:00.000
ASSAULT,41.873611928,-87.671546703,2024-07-09T17:15:00.000
CRIMINAL TRESPASS,41.791950089,-87.800760135,2024-07-09T17:15:00.000
ARSON,41.752843891,-87.556998643,2024-07-09T17:15:00.000
THEFT,42.013267172,-87.672389712,2024-07-09T17:15:00.000
OTHER OFFENSE,41.912740324,-87.701945161,2024-07-09T17:15:00.000
BURGLARY,41.806974843,-87.733351412,2024-07-09T17:17:00.000
THEFT,41.882470918,-87.627847625,2024-07-09T17:18:00.000
ROBBERY,41.882425945,-87.728169622,2024-07-09T17:25:00.000
CRIMINAL DAMAGE,41.759806381,-87.640287428,2024-07-09T17:28:00.000
CRIMINAL DAMAGE,41.770052498,-87.646962556,2024-07-09T17:29:00.000
THEFT,41.856536081,-87.695604636,2024-07-09T17:30:00.000
BATTERY,41.88223794,-87.76551052,2024-07-09T17:30:00.000
THEFT,41.859926121,-87.71279867,2024-07-09T17:30:00.000
ASSAULT,41.733212695,-87.549947985,2024-07-09T17:30:00.000
ASSAULT,41.851912036,-87.694622835,2024-07-09T17:34:00.000
ASSAULT,41.881047766,-87.771818798,2024-07-09T17:35:00.000
OTHER OFFENSE,41.766015201,-87.590845351,2024-07-09T17:41:00.000
CRIMINAL DAMAGE,41.74110234,-87.74107715,2024-07-09T17:42:00.000
WEAPONS VIOLATION,41.858157837,-87.704545366,2024-07-09T17:42:00.000
NARCOTICS,41.876909148,-87.628426538,2024-07-09T17:45:00.000
BATTERY,41.708605106,-87.618676996,2024-07-09T17:45:00.000
CRIMINAL TRESPASS,41.827373751,-87.682568055,2024-07-09T17:45:00.000
DECEPTIVE PRACTICE,41.888675138,-87.74678575,2024-07-09T17:45:00.000
DECEPTIVE PRACTICE,41.868219921,-87.664046556,2024-07-09T17:45:00.000
THEFT,41.939315143,-87.70942733,2024-07-09T17:48:00.000
BATTERY,41.741069956,-87.643761026,2024-07-09T17:50:00.000
BATTERY,42.019382941,-87.672690712,2024-07-09T17:51:00.000
THEFT,41.858903272,-87.658901701,2024-07-09T17:51:00.000
CRIMINAL DAMAGE,41.765997125,-87.66382344,2024-07-09T17:53:00.000
MOTOR VEHICLE THEFT,41.806613156,-87.643051279,2024-07-09T17:55:00.000
THEFT,41.724903224,-87.659491691,2024-07-09T18:00:00.000
BATTERY,41.886280777,-87.761750855,2024-07-09T18:00:00.000
MOTOR VEHICLE THEFT,41.808968135,-87.702785467,2024-07-09T18:00:00.000
THEFT,41.998348429,-87.700889911,2024-07-09T18:00:00.000
MOTOR VEHICLE THEFT,41.939084348,-87.793289316,2024-07-09T18:00:00.000
THEFT,41.886778688,-87.649049147,2024-07-09T18:00:00.000
ASSAULT,41.682549627,-87.62208441,2024-07-09T18:00:00.000
MOTOR VEHICLE THEFT,41.821385069,-87.623158546,2024-07-09T18:00:00.000
OTHER OFFENSE,41.901781085,-87.725051899,2024-07-09T18:00:00.000
MOTOR VEHICLE THEFT,41.768889577,-87.616952562,2024-07-09T18:00:00.000
CRIMINAL DAMAGE,41.854328654,-87.730471756,2024-07-09T18:00:00.000
SEX OFFENSE,41.877614182,-87.751318954,2024-07-09T18:00:00.000
ASSAULT,41.922714125,-87.646243794,2024-07-09T18:00:00.000
MOTOR VEHICLE THEFT,41.736276583,-87.637543399,2024-07-09T18:00:00.000
CRIMINAL DAMAGE,41.710151378,-87.611408324,2024-07-09T18:00:00.000
BATTERY,41.932645066,-87.653553575,2024-07-09T18:08:00.000
ASSAULT,41.80950879,-87.608371773,2024-07-09T18:08:00.000
BATTERY,41.685152604,-87.636641086,2024-07-09T18:09:00.000
THEFT,41.695982095,-87.596653142,2024-07-09T18:12:00.000
THEFT,41.92510186,-87.671992307,2024-07-09T18:12:00.000
CRIMINAL DAMAGE,41.819124344,-87.602250495,2024-07-09T18:15:00.000
THEFT,41.929743818,-87.684273777,2024-07-09T18:19:00.000
BATTERY,41.854910276,-87.676882115,2024-07-09T18:20:00.000
THEFT,41.830404266,-87.610209169,2024-07-09T18:23:00.000
BATTERY,41.780792313,-87.63806697,2024-07-09T18:24:00.000
THEFT,41.773315666,-87.587978676,2024-07-09T18:25:00.000
ROBBERY,41.899819543,-87.691875595,2024-07-09T18:25:00.000
THEFT,41.913078836,-87.710160526,2024-07-09T18:30:00.000
THEFT,41.773511344,-87.570958858,2024-07-09T18:30:00.000
CRIMINAL DAMAGE,41.760087101,-87.688013153,2024-07-09T18:30:00.000
ROBBERY,41.895062969,-87.672853243,2024-07-09T18:31:00.000
THEFT,41.816855505,-87.603219097,2024-07-09T18:32:00.000
DECEPTIVE PRACTICE,41.952046798,-87.712185341,2024-07-09T18:40:00.000
DECEPTIVE PRACTICE,41.865568567,-87.709300466,2024-07-09T18:40:00.000
ASSAULT,41.88171846,-87.627760426,2024-07-09T18:41:00.000
WEAPONS VIOLATION,41.880928214,-87.709819372,2024-07-09T18:43:00.000
ROBBERY,41.9014526,-87.694379145,2024-07-09T18:45:00.000
MOTOR VEHICLE THEFT,41.897441318,-87.672219005,2024-07-09T18:45:00.000
THEFT,41.760834878,-87.563873678,2024-07-09T18:45:00.000
WEAPONS VIOLATION,41.776150283,-87.615522623,2024-07-09T18:56:00.000
BATTERY,41.9307324,-87.648943393,2024-07-09T18:57:00.000
THEFT,41.91299759,-87.706829017,2024-07-09T19:00:00.000
THEFT,41.885733129,-87.625505463,2024-07-09T19:00:00.000
THEFT,41.872815044,-87.647053851,2024-07-09T19:00:00.000
THEFT,41.858229901,-87.712748993,2024-07-09T19:00:00.000
MOTOR VEHICLE THEFT,41.900672328,-87.663873069,2024-07-09T19:00:00.000
MOTOR VEHICLE THEFT,41.870829207,-87.716394164,2024-07-09T19:00:00.000
MOTOR VEHICLE THEFT,41.892187371,-87.656421457,2024-07-09T19:00:00.000
CRIMINAL DAMAGE,41.785351595,-87.698444573,2024-07-09T19:00:00.000
NARCOTICS,41.841908596,-87.704961374,2024-07-09T19:06:00.000
OTHER OFFENSE,41.692586937,-87.622735417,2024-07-09T19:11:00.000
BATTERY,41.88171846,-87.627760426,2024-07-09T19:15:00.000
OTHER OFFENSE,41.682285878,-87.660313578,2024-07-09T19:16:00.000
THEFT,42.00211831,-87.678748542,2024-07-09T19:20:00.000
OTHER OFFENSE,41.892589695,-87.71257076,2024-07-09T19:23:00.000
CRIMINAL DAMAGE,41.844944467,-87.645230478,2024-07-09T19:30:00.000
CRIMINAL DAMAGE,41.866477566,-87.653807089,2024-07-09T19:30:00.000
MOTOR VEHICLE THEFT,41.863423864,-87.625740567,2024-07-09T19:30:00.000
NARCOTICS,41.872169067,-87.728383874,2024-07-09T19:32:00.000
BATTERY,41.746115711,-87.646338104,2024-07-09T19:35:00.000
ROBBERY,41.848012963,-87.644841581,2024-07-09T19:45:00.000
BATTERY,42.007919177,-87.665351128,2024-07-09T19:45:00.000
ASSAULT,41.740607925,-87.705836367,2024-07-09T19:45:00.000
DECEPTIVE PRACTICE,41.892569818,-87.62208039,2024-07-09T19:45:00.000
OTHER OFFENSE,41.812278085,-87.62291801,2024-07-09T19:49:00.000
THEFT,41.728308598,-87.545930181,2024-07-09T19:50:00.000
NARCOTICS,41.992164805,-87.681101796,2024-07-09T19:50:00.000
BATTERY,41.735491648,-87.64116808,2024-07-09T19:50:00.000
THEFT,41.994019837,-87.713281946,2024-07-09T19:54:00.000
ROBBERY,41.839262062,-87.646307879,2024-07-09T19:55:00.000
THEFT,41.990615196,-87.683188577,2024-07-09T19:58:00.000
MOTOR VEHICLE THEFT,41.720894058,-87.641984099,2024-07-09T20:00:00.000
MOTOR VEHICLE THEFT,41.814317008,-87.606674143,2024-07-09T20:00:00.000
MOTOR VEHICLE THEFT,41.940868498,-87.680816194,2024-07-09T20:00:00.000
OTHER OFFENSE,41.974239108,-87.801219009,2024-07-09T20:00:00.000
CRIMINAL DAMAGE,41.829675209,-87.648876104,2024-07-09T20:00:00.000
ASSAULT,41.853930752,-87.623841071,2024-07-09T20:00:00.000
CRIMINAL DAMAGE,41.760122773,-87.621122157,2024-07-09T20:00:00.000
DECEPTIVE PRACTICE,41.735453163,-87.648485175,2024-07-09T20:00:00.000
THEFT,41.760834878,-87.563873678,2024-07-09T20:00:00.000
MOTOR VEHICLE THEFT,41.752682975,-87.707360614,2024-07-09T20:00:00.000
THEFT,41.802101704,-87.587747851,2024-07-09T20:13:00.000
BATTERY,41.77789448,-87.769837862,2024-07-09T20:13:00.000
THEFT,41.866810739,-87.625817031,2024-07-09T20:15:00.000
OTHER OFFENSE,41.752361813,-87.584424419,2024-07-09T20:21:00.000
OTHER OFFENSE,41.884161024,-87.630924798,2024-07-09T20:23:00.000
BATTERY,42.019399237,-87.675049485,2024-07-09T20:30:00.000
MOTOR VEHICLE THEFT,41.785879709,-87.781571107,2024-07-09T20:30:00.000
CRIMINAL DAMAGE,41.759991035,-87.68801045,2024-07-09T20:30:00.000
THEFT,41.892790067,-87.704007475,2024-07-09T20:30:00.000
MOTOR VEHICLE THEFT,41.76230989,-87.67589517,2024-07-09T20:30:00.000
BATTERY,41.883582151,-87.709360238,2024-07-09T20:30:00.000
WEAPONS VIOLATION,41.861850302,-87.722611137,2024-07-09T20:36:00.000
NARCOTICS,41.877679144,-87.723125076,2024-07-09T20:38:00.000
HUMAN TRAFFICKING,41.797111353,-87.652523326,2024-07-09T20:38:00.000
NARCOTICS,41.77821296,-87.69336754,2024-07-09T20:38:00.000
THEFT,41.736277091,-87.585212192,2024-07-09T20:43:00.000
BURGLARY,41.873621423,-87.68378445,2024-07-09T20:45:00.000
OTHER OFFENSE,41.810239316,-87.751789851,2024-07-09T20:55:00.000
MOTOR VEHICLE THEFT,41.678736827,-87.660207794,2024-07-09T21:00:00.000
DECEPTIVE PRACTICE,42.010377517,-87.663860937,2024-07-09T21:00:00.000
THEFT,41.90516817,-87.634526065,2024-07-09T21:00:00.000
THEFT,41.742232781,-87.560010211,2024-07-09T21:00:00.000
THEFT,41.791415288,-87.668164785,2024-07-09T21:00:00.000
DECEPTIVE PRACTICE,41.79524323,-87.777016758,2024-07-09T21:00:00.000
CRIMINAL DAMAGE,41.892376532,-87.719885364,2024-07-09T21:00:00.000
BURGLARY,41.810701522,-87.67520984,2024-07-09T21:00:00.000
BATTERY,41.936210937,-87.761507373,2024-07-09T21:00:00.000
THEFT,41.783267877,-87.735112433,2024-07-09T21:00:00.000
BATTERY,41.850133133,-87.691557414,2024-07-09T21:00:00.000
BATTERY,41.943072654,-87.772311463,2024-07-09T21:00:00.000
CRIMINAL DAMAGE,41.894485082,-87.7175035,2024-07-09T21:03:00.000
BATTERY,41.933636568,-87.767542943,2024-07-09T21:04:00.000
WEAPONS VIOLATION,41.792440242,-87.64831161,2024-07-09T21:06:00.000
NARCOTICS,41.77265186,-87.698104249,2024-07-09T21:10:00.000
BATTERY,41.91417061,-87.708566391,2024-07-09T21:15:00.000
CRIMINAL DAMAGE,41.790045959,-87.646261611,2024-07-09T21:20:00.000
ASSAULT,41.803881013,-87.619001949,2024-07-09T21:21:00.000
THEFT,41.909636288,-87.745300725,2024-07-09T21:23:00.000
OTHER OFFENSE,42.018222741,-87.664735462,2024-07-09T21:27:00.000
THEFT,41.742656445,-87.632018466,2024-07-09T21:30:00.000
CRIMINAL DAMAGE,41.977054037,-87.696525643,2024-07-09T21:30:00.000
DECEPTIVE PRACTICE,41.984507655,-87.6661513,2024-07-09T21:30:00.000
MOTOR VEHICLE THEFT,41.707394075,-87.560874663,2024-07-09T21:30:00.000
CRIMINAL DAMAGE,41.841895811,-87.663370449,2024-07-09T21:30:00.000
HOMICIDE,41.766768889,-87.572655224,2024-07-09T21:36:00.000
DECEPTIVE PRACTICE,41.896252678,-87.709931118,2024-07-09T21:40:00.000
THEFT,41.875254895,-87.627618559,2024-07-09T21:42:00.000
ROBBERY,41.958419296,-87.656437899,2024-07-09T21:45:00.000
BATTERY,41.802042862,-87.723872576,2024-07-09T21:46:00.000
ASSAULT,41.733749914,-87.615375744,2024-07-09T21:48:00.000
MOTOR VEHICLE THEFT,41.87799992,-87.643098749,2024-07-09T21:50:00.000
MOTOR VEHICLE THEFT,41.866387467,-87.653885141,2024-07-09T21:50:00.000
ASSAULT,41.960677348,-87.649880482,2024-07-09T21:56:00.000
CRIMINAL DAMAGE,41.7928867,-87.623311868,2024-07-09T22:00:00.000
OTHER OFFENSE,41.745994947,-87.656042819,2024-07-09T22:00:00.000
BATTERY,41.726576132,-87.603157826,2024-07-09T22:00:00.000
THEFT,42.017915454,-87.67951392,2024-07-09T22:00:00.000
ROBBERY,41.849134972,-87.633425876,2024-07-09T22:10:00.000
ASSAULT,41.969388501,-87.762056504,2024-07-09T22:13:00.000
BATTERY,41.967767746,-87.669414784,2024-07-09T22:20:00.000
THEFT,41.895418914,-87.629747312,2024-07-09T22:20:00.000
THEFT,41.929727229,-87.684251895,2024-07-09T22:21:00.000
THEFT,41.897926486,-87.736761645,2024-07-09T22:23:00.000
THEFT,41.780439401,-87.603727666,2024-07-09T22:26:00.000
OTHER OFFENSE,41.748615385,-87.602680928,2024-07-09T22:30:00.000
BATTERY,41.877532811,-87.672387519,2024-07-09T22:30:00.000
CRIMINAL DAMAGE,41.995323698,-87.656974008,2024-07-09T22:30:00.000
CRIMINAL DAMAGE,41.696691725,-87.688702215,2024-07-09T22:30:00.000
MOTOR VEHICLE THEFT,41.859992924,-87.641401901,2024-07-09T22:30:00.000
BATTERY,41.856290366,-87.694351687,2024-07-09T22:51:00.000
HOMICIDE,41.739005004,-87.637638525,2024-07-09T22:56:00.000
OTHER OFFENSE,41.766286138,-87.660213493,2024-07-09T22:57:00.000
CRIMINAL DAMAGE,41.824386572,-87.705488617,2024-07-09T23:00:00.000
THEFT,41.984109031,-87.660855375,2024-07-09T23:00:00.000
CRIMINAL DAMAGE,41.773511344,-87.570958858,2024-07-09T23:00:00.000
THEFT,41.739656707,-87.708044076,2024-07-09T23:00:00.000
CRIMINAL TRESPASS,41.732461987,-87.586820847,2024-07-09T23:00:00.000
THEFT,42.01498783,-87.666704942,2024-07-09T23:00:00.000
BURGLARY,41.961859009,-87.700927331,2024-07-09T23:00:00.000
BURGLARY,41.702731411,-87.534769368,2024-07-09T23:00:00.000
THEFT,41.923976215,-87.766294416,2024-07-09T23:05:00.000
THEFT,41.969783395,-87.767543102,2024-07-09T23:09:00.000
BATTERY,41.877565688,-87.684893829,2024-07-09T23:15:00.000
CRIMINAL DAMAGE,41.885739108,-87.745773311,2024-07-09T23:15:00.000
ROBBERY,41.90091387,-87.752066146,2024-07-09T23:20:00.000
DECEPTIVE PRACTICE,41.90091387,-87.752066146,2024-07-09T23:20:00.000
CRIMINAL TRESPASS,41.76471549,-87.6334241,2024-07-09T23:24:00.000
MOTOR VEHICLE THEFT,41.828725972,-87.620498003,2024-07-09T23:30:00.000
BATTERY,41.882259032,-87.763674222,2024-07-09T23:30:00.000
CRIMINAL DAMAGE,41.771674043,-87.654295395,2024-07-09T23:30:00.000
NARCOTICS,41.772998982,-87.576478539,2024-07-09T23:30:00.000
BURGLARY,41.803718442,-87.724685604,2024-07-09T23:37:00.000
BATTERY,41.88099198,-87.704402338,2024-07-09T23:45:00.000
BURGLARY,42.007440916,-87.666161921,2024-07-09T23:50:00.000
BATTERY,41.775480691,-87.6333144,2024-07-09T23:50:00.000
CRIMINAL DAMAGE,41.778399603,-87.693373017,2024-07-09T23:59:00.000
OTHER OFFENSE,41.959707854,-87.755661019,2024-07-10T00:00:00.000
THEFT,41.811084156,-87.623778543,2024-07-10T00:00:00.000
BURGLARY,41.800320305,-87.667185156,2024-07-10T00:00:00.000
BATTERY,41.778531342,-87.693375373,2024-07-10T00:00:00.000
MOTOR VEHICLE THEFT,41.745828608,-87.669390414,2024-07-10T00:00:00.000
THEFT,41.770572566,-87.740369912,2024-07-10T00:00:00.000
THEFT,41.918513556,-87.678317658,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.9572576,-87.680932121,2024-07-10T00:00:00.000
OBSCENITY,41.935570003,-87.645194353,2024-07-10T00:00:00.000
THEFT,41.883754697,-87.650921237,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.856432328,-87.656380172,2024-07-10T00:00:00.000
MOTOR VEHICLE THEFT,41.872636468,-87.716681534,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.924633033,-87.759854287,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,42.009200477,-87.661080534,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.883754697,-87.650921237,2024-07-10T00:00:00.000
MOTOR VEHICLE THEFT,41.855235085,-87.653929781,2024-07-10T00:00:00.000
BATTERY,41.925398449,-87.652311296,2024-07-10T00:00:00.000
MOTOR VEHICLE THEFT,41.764589386,-87.689771464,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.837921113,-87.61947121,2024-07-10T00:00:00.000
OTHER OFFENSE,41.665567929,-87.558048012,2024-07-10T00:00:00.000
THEFT,41.931170169,-87.773838009,2024-07-10T00:00:00.000
BATTERY,41.779012821,-87.664208692,2024-07-10T00:00:00.000
DECEPTIVE PRACTICE,41.906839767,-87.647328771,2024-07-10T00:00:00.000
THEFT,41.850276716,-87.68148077,2024-07-10T00:00:00.000
ASSAULT,41.900546929,-87.633632427,2024-07-10T00:01:00.000
DECEPTIVE PRACTICE,41.728070324,-87.65068471,2024-07-10T00:01:00.000
BATTERY,41.793570812,-87.700446407,2024-07-10T00:10:00.000
BATTERY,41.886840651,-87.763416845,2024-07-10T00:20:00.000
THEFT,41.707756212,-87.580708771,2024-07-10T00:22:00.000
CRIMINAL DAMAGE,41.807113842,-87.60893429,2024-07-10T00:24:00.000
BATTERY,41.743028921,-87.666462192,2024-07-10T00:34:00.000
BATTERY,41.756183581,-87.583423422,2024-07-10T00:52:00.000
ASSAULT,41.769231153,-87.569854828,2024-07-10T01:00:00.000
THEFT,41.854886268,-87.708996876,2024-07-10T01:00:00.000
MOTOR VEHICLE THEFT,41.919866041,-87.804985268,2024-07-10T01:00:00.000
WEAPONS VIOLATION,41.793777433,-87.689233864,2024-07-10T01:02:00.000
BATTERY,41.961754643,-87.656630558,2024-07-10T01:03:00.000
THEFT,41.880108035,-87.647309981,2024-07-10T01:05:00.000
HOMICIDE,41.807594933,-87.6661598,2024-07-10T01:08:00.000
DECEPTIVE PRACTICE,41.991538784,-87.656859584,2024-07-10T01:10:00.000
BATTERY,41.876804723,-87.678945695,2024-07-10T01:10:00.000
OTHER OFFENSE,41.793663218,-87.695322483,2024-07-10T01:13:00.000
BURGLARY,41.919460029,-87.687471802,2024-07-10T01:14:00.000
CRIMINAL DAMAGE,41.774831623,-87.683524733,2024-07-10T01:15:00.000
CRIMINAL DAMAGE,41.761269122,-87.613951145,2024-07-10T01:17:00.000
BURGLARY,41.909304803,-87.687192108,2024-07-10T01:17:00.000
BATTERY,42.000348471,-87.692393691,2024-07-10T01:20:00.000
OTHER OFFENSE,41.875236804,-87.628694598,2024-07-10T01:20:00.000
ROBBERY,41.887084037,-87.651018015,2024-07-10T01:25:00.000
MOTOR VEHICLE THEFT,41.736948274,-87.655800799,2024-07-10T01:30:00.000
ROBBERY,41.795339302,-87.671912479,2024-07-10T01:30:00.000
BURGLARY,41.862955261,-87.706135681,2024-07-10T01:35:00.000
OTHER OFFENSE,41.779520772,-87.660962362,2024-07-10T01:37:00.000
BATTERY,41.886012928,-87.629505318,2024-07-10T01:39:00.000
CRIMINAL DAMAGE,41.759311656,-87.615142204,2024-07-10T01:40:00.000
THEFT,41.798232052,-87.718396557,2024-07-10T01:40:00.000
ROBBERY,41.851867728,-87.631990294,2024-07-10T01:40:00.000
NARCOTICS,41.805788455,-87.743786508,2024-07-10T01:45:00.000
MOTOR VEHICLE THEFT,41.872636468,-87.716681534,2024-07-10T01:47:00.000
BATTERY,41.701092567,-87.607953971,2024-07-10T01:50:00.000
WEAPONS VIOLATION,41.682510634,-87.625547984,2024-07-10T01:54:00.000
BATTERY,41.88474917,-87.763343624,2024-07-10T01:56:00.000
THEFT,41.708475252,-87.615016133,2024-07-10T02:00:00.000
OTHER OFFENSE,41.759451286,-87.610276928,2024-07-10T02:00:00.000
CRIMINAL DAMAGE,41.752229905,-87.659759344,2024-07-10T02:00:00.000
THEFT,41.87798283,-87.644365761,2024-07-10T02:00:00.000
THEFT,41.794729233,-87.62039077,2024-07-10T02:00:00.000
THEFT,41.769185486,-87.625732415,2024-07-10T02:00:00.000
BURGLARY,41.765668477,-87.686941866,2024-07-10T02:00:00.000
CRIMINAL DAMAGE,41.75858693,-87.605078455,2024-07-10T02:09:00.000
MOTOR VEHICLE THEFT,41.95098974,-87.663287991,2024-07-10T02:12:00.000
BATTERY,41.878582195,-87.746327253,2024-07-10T02:20:00.000
CRIMINAL DAMAGE,41.938456254,-87.775564266,2024-07-10T02:21:00.000
CRIMINAL DAMAGE,41.751292803,-87.604680828,2024-07-10T02:22:00.000
CRIMINAL DAMAGE,41.753720534,-87.619829606,2024-07-10T02:37:00.000
HOMICIDE,41.687810026,-87.638604071,2024-07-10T02:45:00.000
BURGLARY,41.895761856,-87.685705175,2024-07-10T02:50:00.000
MOTOR VEHICLE THEFT,41.883151383,-87.646847771,2024-07-10T02:57:00.000
CRIMINAL DAMAGE,41.823903541,-87.611588441,2024-07-10T03:00:00.000
CRIMINAL DAMAGE,41.823903541,-87.611588441,2024-07-10T03:00:00.000
WEAPONS VIOLATION,41.901246582,-87.764251168,2024-07-10T03:11:00.000
WEAPONS VIOLATION,41.728413223,-87.606368171,2024-07-10T03:14:00.000
NARCOTICS,41.728413223,-87.606368171,2024-07-10T03:14:00.000
THEFT,41.949726706,-87.651978881,2024-07-10T03:15:00.000
THEFT,41.710992917,-87.675711476,2024-07-10T03:19:00.000
BURGLARY,41.807796636,-87.729400684,2024-07-10T03:22:00.000
BURGLARY,41.795959294,-87.760779136,2024-07-10T03:28:00.000
HOMICIDE,41.809432891,-87.613320823,2024-07-10T03:29:00.000
BURGLARY,41.908176407,-87.634618163,2024-07-10T03:30:00.000
BURGLARY,41.735871648,-87.657519474,2024-07-10T03:34:00.000
BURGLARY,41.945304711,-87.660171605,2024-07-10T03:52:00.000
WEAPONS VIOLATION,41.761681615,-87.695397483,2024-07-10T03:56:00.000
ROBBERY,41.743220259,-87.636731919,2024-07-10T03:56:00.000
OTHER OFFENSE,41.792410365,-87.778563096,2024-07-10T04:00:00.000
CRIMINAL DAMAGE,41.792936194,-87.749008923,2024-07-10T04:00:00.000
CRIMINAL DAMAGE,41.729618252,-87.551244573,2024-07-10T04:00:00.000
BURGLARY,41.809816508,-87.674973138,2024-07-10T04:01:00.000
