name,latitude,longitude,date_of_occurrence
MOTOR VEHICLE THEFT,41.830109681,-87.610058377,2024-07-18T18:00:00.000
THEFT,41.890258925,-87.629612961,2024-07-18T18:00:00.000
THEFT,41.9764212,-87.904976266,2024-07-18T18:00:00.000
MOTOR VEHICLE THEFT,41.74501531,-87.655126027,2024-07-18T18:00:00.000
THEFT,41.758991698,-87.566072806,2024-07-18T18:00:00.000
OTHER OFFENSE,41.677148117,-87.632250598,2024-07-18T18:00:00.000
CRIMINAL DAMAGE,41.7690002,-87.573930201,2024-07-18T18:00:00.000
CRIMINAL DAMAGE,42.004640544,-87.659362503,2024-07-18T18:00:00.000
NARCOTICS,41.875548946,-87.745088227,2024-07-18T18:03:00.000
THEFT,41.945892437,-87.644976757,2024-07-18T18:05:00.000
CONCEALED CARRY LICENSE VIOLATION,41.790583663,-87.650835921,2024-07-18T18:05:00.000
BATTERY,41.923713633,-87.714896489,2024-07-18T18:10:00.000
WEAPONS VIOLATION,41.894929671,-87.625157838,2024-07-18T18:10:00.000
CRIMINAL DAMAGE,41.946648338,-87.702015041,2024-07-18T18:12:00.000
THEFT,41.929202346,-87.710881925,2024-07-18T18:12:00.000
THEFT,41.7211947,-87.664024973,2024-07-18T18:15:00.000
THEFT,41.665814864,-87.558853882,2024-07-18T18:15:00.000
CRIMINAL DAMAGE,41.781376158,-87.610826287,2024-07-18T18:16:00.000
WEAPONS VIOLATION,41.863642218,-87.627331436,2024-07-18T18:16:00.000
OTHER OFFENSE,41.69164503,-87.694131132,2024-07-18T18:19:00.000
ASSAULT,41.8002132,-87.714776102,2024-07-18T18:24:00.000
THEFT,41.918911346,-87.650965665,2024-07-18T18:27:00.000
WEAPONS VIOLATION,41.773970392,-87.667314907,2024-07-18T18:29:00.000
THEFT,41.691515662,-87.677502582,2024-07-18T18:30:00.000
BURGLARY,41.886530554,-87.74438154,2024-07-18T18:30:00.000
THEFT,41.837871585,-87.623435005,2024-07-18T18:30:00.000
CRIMINAL DAMAGE,41.921098715,-87.694407322,2024-07-18T18:30:00.000
ROBBERY,41.931657695,-87.737116292,2024-07-18T18:30:00.000
THEFT,41.887424092,-87.641348355,2024-07-18T18:30:00.000
OTHER OFFENSE,41.783088221,-87.741222583,2024-07-18T18:37:00.000
ROBBERY,41.791487025,-87.801508377,2024-07-18T18:40:00.000
CRIMINAL TRESPASS,41.817855025,-87.616825316,2024-07-18T18:40:00.000
THEFT,41.90416925,-87.628685126,2024-07-18T18:40:00.000
ASSAULT,41.877078914,-87.690076156,2024-07-18T18:41:00.000
BATTERY,41.885611206,-87.772329703,2024-07-18T18:42:00.000
THEFT,41.817822779,-87.72392842,2024-07-18T18:47:00.000
ROBBERY,41.899135789,-87.713278733,2024-07-18T18:50:00.000
BATTERY,41.727304299,-87.604600275,2024-07-18T18:51:00.000
BATTERY,41.840080404,-87.713452839,2024-07-18T18:52:00.000
BATTERY,41.769653046,-87.672444009,2024-07-18T18:55:00.000
BATTERY,41.984833964,-87.713087872,2024-07-18T18:58:00.000
BURGLARY,41.932570061,-87.719651053,2024-07-18T19:00:00.000
THEFT,41.976723778,-87.663566266,2024-07-18T19:00:00.000
THEFT,41.713311824,-87.537692998,2024-07-18T19:00:00.000
THEFT,41.965430371,-87.679094822,2024-07-18T19:00:00.000
THEFT,41.677427958,-87.667304587,2024-07-18T19:00:00.000
BATTERY,41.894229934,-87.618962047,2024-07-18T19:00:00.000
THEFT,41.800076008,-87.620980656,2024-07-18T19:00:00.000
MOTOR VEHICLE THEFT,41.798057199,-87.707363003,2024-07-18T19:00:00.000
ASSAULT,41.889534902,-87.749098991,2024-07-18T19:00:00.000
MOTOR VEHICLE THEFT,41.927962208,-87.779506924,2024-07-18T19:00:00.000
MOTOR VEHICLE THEFT,41.711221197,-87.55176794,2024-07-18T19:00:00.000
ASSAULT,41.814341505,-87.604476539,2024-07-18T19:00:00.000
BATTERY,41.742647118,-87.547865622,2024-07-18T19:00:00.000
THEFT,41.824496215,-87.672683795,2024-07-18T19:02:00.000
OTHER OFFENSE,41.920728361,-87.734656972,2024-07-18T19:09:00.000
THEFT,41.933307015,-87.649033474,2024-07-18T19:10:00.000
BATTERY,41.871488272,-87.705839317,2024-07-18T19:10:00.000
THEFT,41.889936436,-87.637486992,2024-07-18T19:11:00.000
THEFT,41.766965032,-87.612875803,2024-07-18T19:14:00.000
ASSAULT,41.79170492,-87.654810098,2024-07-18T19:15:00.000
ROBBERY,41.894408446,-87.634143853,2024-07-18T19:15:00.000
BATTERY,41.807698212,-87.688082086,2024-07-18T19:20:00.000
THEFT,41.887384761,-87.624550742,2024-07-18T19:20:00.000
BATTERY,41.892752552,-87.719896457,2024-07-18T19:20:00.000
MOTOR VEHICLE THEFT,41.932974724,-87.68153613,2024-07-18T19:25:00.000
BATTERY,41.967895809,-87.650082791,2024-07-18T19:30:00.000
BATTERY,41.884963658,-87.649788299,2024-07-18T19:30:00.000
CRIMINAL DAMAGE,41.814341505,-87.604476539,2024-07-18T19:30:00.000
WEAPONS VIOLATION,41.74985747,-87.570425251,2024-07-18T19:30:00.000
NARCOTICS,41.898726416,-87.744467842,2024-07-18T19:33:00.000
WEAPONS VIOLATION,41.876291236,-87.742676339,2024-07-18T19:34:00.000
THEFT,41.883500187,-87.627876698,2024-07-18T19:43:00.000
CRIMINAL DAMAGE,41.815001546,-87.605998763,2024-07-18T19:45:00.000
OTHER OFFENSE,41.780670154,-87.661819294,2024-07-18T19:49:00.000
DECEPTIVE PRACTICE,41.941391122,-87.727616062,2024-07-18T19:51:00.000
DECEPTIVE PRACTICE,41.760791912,-87.643077095,2024-07-18T19:52:00.000
THEFT,41.759402215,-87.644268517,2024-07-18T19:53:00.000
BURGLARY,41.785772677,-87.611726601,2024-07-18T19:58:00.000
OTHER OFFENSE,41.898663187,-87.747127791,2024-07-18T20:00:00.000
CRIMINAL SEXUAL ASSAULT,41.883657562,-87.734345824,2024-07-18T20:00:00.000
MOTOR VEHICLE THEFT,41.937082039,-87.636996756,2024-07-18T20:00:00.000
WEAPONS VIOLATION,41.75313973,-87.562624263,2024-07-18T20:00:00.000
SEX OFFENSE,41.967895809,-87.650082791,2024-07-18T20:00:00.000
MOTOR VEHICLE THEFT,41.987951293,-87.655323262,2024-07-18T20:00:00.000
THEFT,41.942139631,-87.670375417,2024-07-18T20:00:00.000
THEFT,41.896970351,-87.684429433,2024-07-18T20:00:00.000
THEFT,41.883077223,-87.749547084,2024-07-18T20:00:00.000
ASSAULT,41.904867331,-87.764472487,2024-07-18T20:00:00.000
BATTERY,41.756640447,-87.663590843,2024-07-18T20:00:00.000
BATTERY,41.852877176,-87.708943004,2024-07-18T20:00:00.000
THEFT,41.877805859,-87.624307765,2024-07-18T20:00:00.000
MOTOR VEHICLE THEFT,41.814880901,-87.597397832,2024-07-18T20:00:00.000
ASSAULT,41.862526932,-87.652600753,2024-07-18T20:00:00.000
CRIMINAL SEXUAL ASSAULT,41.746816286,-87.606325497,2024-07-18T20:00:00.000
THEFT,41.93121391,-87.676890454,2024-07-18T20:04:00.000
ASSAULT,41.739526076,-87.69823662,2024-07-18T20:08:00.000
WEAPONS VIOLATION,41.858764025,-87.662302389,2024-07-18T20:14:00.000
ASSAULT,41.784495979,-87.699050675,2024-07-18T20:15:00.000
ASSAULT,41.878744874,-87.677016454,2024-07-18T20:20:00.000
ASSAULT,41.91057381,-87.637608236,2024-07-18T20:20:00.000
BATTERY,42.012697268,-87.671115074,2024-07-18T20:20:00.000
OTHER OFFENSE,41.764613775,-87.62488827,2024-07-18T20:21:00.000
THEFT,41.891062111,-87.617043461,2024-07-18T20:26:00.000
BATTERY,41.753156284,-87.561411005,2024-07-18T20:26:00.000
MOTOR VEHICLE THEFT,41.914942374,-87.755866478,2024-07-18T20:30:00.000
BATTERY,41.750676046,-87.597900782,2024-07-18T20:30:00.000
OTHER OFFENSE,41.82593277,-87.650845858,2024-07-18T20:30:00.000
BATTERY,41.807161794,-87.59193296,2024-07-18T20:30:00.000
MOTOR VEHICLE THEFT,41.939908601,-87.800548884,2024-07-18T20:40:00.000
BATTERY,41.803741602,-87.590530977,2024-07-18T20:40:00.000
BATTERY,41.700025989,-87.532865741,2024-07-18T20:46:00.000
CRIMINAL DAMAGE,41.883017158,-87.684655098,2024-07-18T20:48:00.000
NARCOTICS,41.902740976,-87.718243339,2024-07-18T20:55:00.000
CRIMINAL DAMAGE,41.859662639,-87.644892834,2024-07-18T21:00:00.000
CRIMINAL DAMAGE,41.928822325,-87.687781609,2024-07-18T21:00:00.000
BATTERY,41.954621476,-87.64630191,2024-07-18T21:00:00.000
THEFT,41.874192812,-87.667119921,2024-07-18T21:00:00.000
MOTOR VEHICLE THEFT,41.69319608,-87.538900248,2024-07-18T21:00:00.000
CRIMINAL SEXUAL ASSAULT,41.99431609,-87.72765157,2024-07-18T21:00:00.000
OTHER OFFENSE,41.763769218,-87.621004858,2024-07-18T21:00:00.000
THEFT,41.748752088,-87.603896021,2024-07-18T21:00:00.000
CRIMINAL TRESPASS,41.788655824,-87.723797713,2024-07-18T21:00:00.000
THEFT,41.969347803,-87.710943542,2024-07-18T21:00:00.000
WEAPONS VIOLATION,41.904483983,-87.773016767,2024-07-18T21:11:00.000
BATTERY,41.880081938,-87.672339218,2024-07-18T21:26:00.000
BATTERY,41.903135951,-87.680432783,2024-07-18T21:27:00.000
CRIMINAL DAMAGE,41.791054636,-87.728006716,2024-07-18T21:30:00.000
CRIMINAL DAMAGE,41.953605409,-87.653095607,2024-07-18T21:30:00.000
THEFT,41.8924816,-87.627351831,2024-07-18T21:30:00.000
BATTERY,41.803204424,-87.727122155,2024-07-18T21:30:00.000
THEFT,41.882553868,-87.624383802,2024-07-18T21:30:00.000
NARCOTICS,41.759657918,-87.649862562,2024-07-18T21:38:00.000
THEFT,41.927992712,-87.641913321,2024-07-18T21:43:00.000
NARCOTICS,41.862523113,-87.704392466,2024-07-18T21:44:00.000
CRIMINAL DAMAGE,41.720224293,-87.552428077,2024-07-18T21:45:00.000
MOTOR VEHICLE THEFT,41.838982099,-87.646299864,2024-07-18T21:45:00.000
CRIMINAL TRESPASS,41.663896736,-87.555626995,2024-07-18T21:45:00.000
OTHER OFFENSE,41.763004595,-87.671661865,2024-07-18T21:50:00.000
THEFT,41.985534487,-87.660126814,2024-07-18T21:56:00.000
MOTOR VEHICLE THEFT,41.892507682,-87.626238686,2024-07-18T22:00:00.000
MOTOR VEHICLE THEFT,41.940636669,-87.644419469,2024-07-18T22:00:00.000
THEFT,41.9251405,-87.63585519,2024-07-18T22:00:00.000
THEFT,41.772180035,-87.664767278,2024-07-18T22:00:00.000
THEFT,41.726742945,-87.617897211,2024-07-18T22:00:00.000
MOTOR VEHICLE THEFT,41.921223486,-87.7536015,2024-07-18T22:00:00.000
CRIMINAL DAMAGE,41.664559915,-87.631816244,2024-07-18T22:00:00.000
OTHER OFFENSE,41.871811902,-87.627340674,2024-07-18T22:00:00.000
THEFT,41.874488399,-87.678914247,2024-07-18T22:00:00.000
BATTERY,41.819293549,-87.693615364,2024-07-18T22:01:00.000
BATTERY,41.778531342,-87.693375373,2024-07-18T22:03:00.000
CRIMINAL DAMAGE,41.942684337,-87.786242049,2024-07-18T22:10:00.000
CRIMINAL DAMAGE,41.73178346,-87.64106501,2024-07-18T22:10:00.000
CRIMINAL TRESPASS,41.886817431,-87.63452043,2024-07-18T22:14:00.000
THEFT,41.844241543,-87.725417387,2024-07-18T22:15:00.000
BATTERY,41.678651004,-87.617837105,2024-07-18T22:15:00.000
BATTERY,41.817254668,-87.700572789,2024-07-18T22:17:00.000
BATTERY,41.962685771,-87.64066695,2024-07-18T22:18:00.000
OTHER OFFENSE,41.886085358,-87.769964175,2024-07-18T22:19:00.000
BATTERY,41.901112882,-87.754521779,2024-07-18T22:20:00.000
ROBBERY,41.852868298,-87.63091491,2024-07-18T22:20:00.000
BATTERY,41.845619446,-87.705071868,2024-07-18T22:21:00.000
CRIMINAL DAMAGE,42.011281985,-87.681789636,2024-07-18T22:23:00.000
ASSAULT,41.920880436,-87.758509976,2024-07-18T22:24:00.000
WEAPONS VIOLATION,41.918638734,-87.755296705,2024-07-18T22:25:00.000
PROSTITUTION,41.803515121,-87.743044463,2024-07-18T22:27:00.000
OTHER OFFENSE,41.798797735,-87.663496806,2024-07-18T22:28:00.000
BATTERY,41.96203391,-87.645898728,2024-07-18T22:30:00.000
MOTOR VEHICLE THEFT,41.790622131,-87.648077946,2024-07-18T22:30:00.000
CRIMINAL DAMAGE,41.892507682,-87.626238686,2024-07-18T22:30:00.000
MOTOR VEHICLE THEFT,41.820058796,-87.606796332,2024-07-18T22:30:00.000
OTHER OFFENSE,41.973035024,-87.650892061,2024-07-18T22:30:00.000
WEAPONS VIOLATION,41.729767941,-87.661671935,2024-07-18T22:37:00.000
CRIMINAL DAMAGE,41.884220962,-87.765849178,2024-07-18T22:40:00.000
BATTERY,41.920631812,-87.773169473,2024-07-18T22:40:00.000
BATTERY,41.933855382,-87.645738334,2024-07-18T22:43:00.000
CRIMINAL TRESPASS,41.965423179,-87.655621013,2024-07-18T22:45:00.000
THEFT,41.811373283,-87.667488818,2024-07-18T22:50:00.000
BURGLARY,41.702885011,-87.623398384,2024-07-18T22:50:00.000
MOTOR VEHICLE THEFT,41.997870415,-87.681661584,2024-07-18T22:54:00.000
ASSAULT,41.759338755,-87.610274526,2024-07-18T22:57:00.000
WEAPONS VIOLATION,41.757974658,-87.610245858,2024-07-18T22:57:00.000
PROSTITUTION,41.800336171,-87.742303456,2024-07-18T22:57:00.000
BATTERY,41.93344555,-87.74002874,2024-07-18T22:59:00.000
BURGLARY,41.75177145,-87.563201339,2024-07-18T23:00:00.000
MOTOR VEHICLE THEFT,41.772962565,-87.688360688,2024-07-18T23:00:00.000
CRIMINAL TRESPASS,41.91718893,-87.654367966,2024-07-18T23:00:00.000
THEFT,41.984513845,-87.738679448,2024-07-18T23:00:00.000
ROBBERY,41.903929378,-87.62939674,2024-07-18T23:00:00.000
THEFT,41.953605409,-87.653095607,2024-07-18T23:05:00.000
DECEPTIVE PRACTICE,41.993332156,-87.660368363,2024-07-18T23:05:00.000
THEFT,41.745868539,-87.675377683,2024-07-18T23:05:00.000
BATTERY,41.759327126,-87.586154041,2024-07-18T23:06:00.000
MOTOR VEHICLE THEFT,41.951776345,-87.649622665,2024-07-18T23:10:00.000
BATTERY,41.775179569,-87.673791392,2024-07-18T23:11:00.000
ASSAULT,41.877071503,-87.688754339,2024-07-18T23:11:00.000
BATTERY,41.765736122,-87.586317944,2024-07-18T23:15:00.000
ROBBERY,41.880386193,-87.754095623,2024-07-18T23:19:00.000
BATTERY,41.890013524,-87.631664996,2024-07-18T23:20:00.000
BATTERY,41.76015578,-87.556752911,2024-07-18T23:20:00.000
OTHER OFFENSE,41.801025281,-87.652621265,2024-07-18T23:21:00.000
BATTERY,41.964219695,-87.662369879,2024-07-18T23:24:00.000
CRIMINAL DAMAGE,41.862379882,-87.716948963,2024-07-18T23:24:00.000
BATTERY,41.89200307,-87.628076963,2024-07-18T23:24:00.000
THEFT,41.736930377,-87.584391221,2024-07-18T23:25:00.000
THEFT,41.911720325,-87.679540722,2024-07-18T23:26:00.000
NARCOTICS,41.698110981,-87.618705311,2024-07-18T23:30:00.000
BATTERY,41.743747912,-87.556390023,2024-07-18T23:30:00.000
MOTOR VEHICLE THEFT,41.70074463,-87.637791082,2024-07-18T23:35:00.000
BATTERY,41.752662035,-87.563824705,2024-07-18T23:35:00.000
OTHER OFFENSE,41.736543497,-87.545818607,2024-07-18T23:37:00.000
CRIMINAL DAMAGE,41.809684605,-87.673507262,2024-07-18T23:42:00.000
BATTERY,41.878744874,-87.677016454,2024-07-18T23:45:00.000
BATTERY,41.750940757,-87.625185222,2024-07-18T23:46:00.000
ROBBERY,41.886863814,-87.626851797,2024-07-18T23:46:00.000
PROSTITUTION,41.803983759,-87.742387303,2024-07-18T23:49:00.000
PROSTITUTION,41.803983495,-87.742335957,2024-07-18T23:49:00.000
BATTERY,41.754232624,-87.606520342,2024-07-18T23:49:00.000
CRIMINAL DAMAGE,41.713744843,-87.644225315,2024-07-18T23:50:00.000
BATTERY,41.721213371,-87.625020864,2024-07-18T23:50:00.000
BATTERY,41.874497194,-87.71619366,2024-07-18T23:50:00.000
DECEPTIVE PRACTICE,41.873699424,-87.704705156,2024-07-18T23:58:00.000
DECEPTIVE PRACTICE,42.005779074,-87.698292311,2024-07-18T23:59:00.000
OTHER OFFENSE,41.7030247,-87.620694297,2024-07-18T23:59:00.000
MOTOR VEHICLE THEFT,41.687520222,-87.657659634,2024-07-19T00:00:00.000
WEAPONS VIOLATION,41.874947338,-87.72547164,2024-07-19T00:00:00.000
CRIMINAL DAMAGE,41.871199512,-87.633548708,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.811065423,-87.700409948,2024-07-19T00:00:00.000
THEFT,41.756283546,-87.560002816,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.910518748,-87.747754099,2024-07-19T00:00:00.000
THEFT,41.90160094,-87.726273153,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.912476113,-87.706815747,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.890442936,-87.760476055,2024-07-19T00:00:00.000
THEFT,41.667701954,-87.621512201,2024-07-19T00:00:00.000
CRIMINAL DAMAGE,41.701729632,-87.529244954,2024-07-19T00:00:00.000
THEFT,41.761771052,-87.568861998,2024-07-19T00:00:00.000
THEFT,41.950240138,-87.646955519,2024-07-19T00:00:00.000
WEAPONS VIOLATION,41.692360345,-87.64182473,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.990321739,-87.662706442,2024-07-19T00:00:00.000
THEFT,41.74281476,-87.727386386,2024-07-19T00:00:00.000
CRIMINAL DAMAGE,41.914551783,-87.648370454,2024-07-19T00:00:00.000
CRIMINAL DAMAGE,41.711604593,-87.650254645,2024-07-19T00:00:00.000
WEAPONS VIOLATION,41.80215809,-87.612052585,2024-07-19T00:00:00.000
MOTOR VEHICLE THEFT,41.796121391,-87.735495336,2024-07-19T00:00:00.000
ROBBERY,41.831003972,-87.605659854,2024-07-19T00:00:00.000
BATTERY,41.721789692,-87.620142667,2024-07-19T00:00:00.000
DECEPTIVE PRACTICE,41.961158296,-87.652309344,2024-07-19T00:01:00.000
THEFT,41.77986262,-87.5946343,2024-07-19T00:01:00.000
BATTERY,41.921011416,-87.768312214,2024-07-19T00:01:00.000
MOTOR VEHICLE THEFT,41.769146338,-87.734704782,2024-07-19T00:01:00.000
OTHER OFFENSE,41.852051675,-87.683800849,2024-07-19T00:01:00.000
THEFT,41.887240429,-87.756097659,2024-07-19T00:01:00.000
OFFENSE INVOLVING CHILDREN,41.85622487,-87.732553605,2024-07-19T00:01:00.000
BATTERY,41.921719414,-87.735257671,2024-07-19T00:02:00.000
ASSAULT,41.769528572,-87.665157722,2024-07-19T00:02:00.000
ROBBERY,42.007919177,-87.665351128,2024-07-19T00:04:00.000
MOTOR VEHICLE THEFT,41.913650176,-87.786772969,2024-07-19T00:07:00.000
CRIMINAL DAMAGE,41.660392361,-87.588802919,2024-07-19T00:08:00.000
WEAPONS VIOLATION,41.760233182,-87.67219614,2024-07-19T00:09:00.000
BATTERY,41.873290093,-87.71320549,2024-07-19T00:10:00.000
WEAPONS VIOLATION,41.772136733,-87.611795141,2024-07-19T00:11:00.000
BATTERY,41.970698455,-87.753491407,2024-07-19T00:12:00.000
BATTERY,41.777161514,-87.702228234,2024-07-19T00:12:00.000
CRIMINAL DAMAGE,41.772101036,-87.611791875,2024-07-19T00:13:00.000
ASSAULT,41.806423059,-87.613860692,2024-07-19T00:13:00.000
CRIMINAL DAMAGE,41.838231425,-87.631977741,2024-07-19T00:14:00.000
BATTERY,41.855772406,-87.623883118,2024-07-19T00:19:00.000
THEFT,41.802126073,-87.70870977,2024-07-19T00:25:00.000
BURGLARY,41.748434562,-87.608795483,2024-07-19T00:25:00.000
BATTERY,41.748957966,-87.603904684,2024-07-19T00:25:00.000
BATTERY,41.744991475,-87.656668982,2024-07-19T00:25:00.000
THEFT,41.899012916,-87.770405213,2024-07-19T00:30:00.000
BATTERY,41.953783081,-87.915105451,2024-07-19T00:30:00.000
CRIMINAL DAMAGE,41.683918385,-87.666842278,2024-07-19T00:30:00.000
BATTERY,42.012695034,-87.67120341,2024-07-19T00:30:00.000
BATTERY,41.680638161,-87.651742684,2024-07-19T00:33:00.000
ASSAULT,41.908560535,-87.677409143,2024-07-19T00:37:00.000
ASSAULT,41.769528572,-87.665157722,2024-07-19T00:37:00.000
MOTOR VEHICLE THEFT,41.997742435,-87.689130952,2024-07-19T00:40:00.000
BURGLARY,41.969405038,-87.762071065,2024-07-19T00:40:00.000
THEFT,41.909800222,-87.651841553,2024-07-19T00:40:00.000
ASSAULT,41.702757397,-87.542096647,2024-07-19T00:45:00.000
THEFT,42.00711743,-87.670006581,2024-07-19T00:50:00.000
BURGLARY,41.952362002,-87.7172077,2024-07-19T00:53:00.000
BURGLARY,41.708961132,-87.689103369,2024-07-19T01:00:00.000
MOTOR VEHICLE THEFT,42.000546157,-87.669239701,2024-07-19T01:00:00.000
MOTOR VEHICLE THEFT,41.908537236,-87.637549528,2024-07-19T01:00:00.000
THEFT,42.008439995,-87.666195635,2024-07-19T01:00:00.000
BURGLARY,41.776844954,-87.721324894,2024-07-19T01:00:00.000
THEFT,41.801555179,-87.751549297,2024-07-19T01:00:00.000
MOTOR VEHICLE THEFT,41.751015284,-87.620816057,2024-07-19T01:00:00.000
CRIMINAL DAMAGE,41.845164034,-87.641580056,2024-07-19T01:00:00.000
CRIMINAL DAMAGE,41.959680983,-87.736987493,2024-07-19T01:03:00.000
BATTERY,41.87911226,-87.626110978,2024-07-19T01:04:00.000
BURGLARY,41.845482484,-87.634797936,2024-07-19T01:05:00.000
BATTERY,41.656686478,-87.599311383,2024-07-19T01:05:00.000
DECEPTIVE PRACTICE,41.833213573,-87.728251795,2024-07-19T01:06:00.000
CRIMINAL DAMAGE,41.738978222,-87.663144179,2024-07-19T01:10:00.000
ROBBERY,41.893946016,-87.637527948,2024-07-19T01:10:00.000
OTHER OFFENSE,41.794898201,-87.684066526,2024-07-19T01:11:00.000
BATTERY,41.901112882,-87.754521779,2024-07-19T01:20:00.000
BATTERY,41.727096769,-87.603034703,2024-07-19T01:25:00.000
WEAPONS VIOLATION,41.854827499,-87.707778793,2024-07-19T01:25:00.000
BATTERY,41.903131319,-87.68058344,2024-07-19T01:27:00.000
ASSAULT,41.871834463,-87.709441462,2024-07-19T01:27:00.000
BURGLARY,41.751216002,-87.682879763,2024-07-19T01:40:00.000
BURGLARY,41.829411713,-87.686271646,2024-07-19T01:44:00.000
THEFT,41.88068906,-87.728733158,2024-07-19T01:45:00.000
BURGLARY,41.993704168,-87.801310729,2024-07-19T01:50:00.000
ASSAULT,41.970187308,-87.716495394,2024-07-19T01:50:00.000
INTERFERENCE WITH PUBLIC OFFICER,41.906224535,-87.774287306,2024-07-19T01:52:00.000
WEAPONS VIOLATION,41.945966383,-87.825663516,2024-07-19T01:55:00.000
BATTERY,41.931149917,-87.775315546,2024-07-19T02:00:00.000
CRIMINAL SEXUAL ASSAULT,41.762524872,-87.575359081,2024-07-19T02:00:00.000
MOTOR VEHICLE THEFT,41.85756428,-87.662685682,2024-07-19T02:00:00.000
ASSAULT,41.757327195,-87.644213747,2024-07-19T02:00:00.000
MOTOR VEHICLE THEFT,41.702712027,-87.620723383,2024-07-19T02:00:00.000
THEFT,41.743774452,-87.569764405,2024-07-19T02:00:00.000
BURGLARY,41.940193222,-87.678371495,2024-07-19T02:14:00.000
BATTERY,41.911826903,-87.715643159,2024-07-19T02:18:00.000
BATTERY,41.912233137,-87.634742921,2024-07-19T02:20:00.000
BATTERY,41.738327388,-87.555096022,2024-07-19T02:20:00.000
BURGLARY,41.979863923,-87.667001542,2024-07-19T02:25:00.000
CRIMINAL DAMAGE,41.787332694,-87.703378865,2024-07-19T02:27:00.000
WEAPONS VIOLATION,41.776400433,-87.570448042,2024-07-19T02:29:00.000
CRIMINAL TRESPASS,41.863896825,-87.721449929,2024-07-19T02:30:00.000
BATTERY,41.982037507,-87.690617022,2024-07-19T02:30:00.000
MOTOR VEHICLE THEFT,41.856629926,-87.654058177,2024-07-19T02:35:00.000
BATTERY,41.794533814,-87.631438536,2024-07-19T02:40:00.000
CRIMINAL DAMAGE,41.736662851,-87.55003063,2024-07-19T02:41:00.000
MOTOR VEHICLE THEFT,41.684834847,-87.660693382,2024-07-19T02:45:00.000
BATTERY,41.874092102,-87.710796413,2024-07-19T02:52:00.000
MOTOR VEHICLE THEFT,41.691289286,-87.655514928,2024-07-19T03:00:00.000
ROBBERY,41.906734077,-87.682927245,2024-07-19T03:00:00.000
BURGLARY,41.916724455,-87.653322072,2024-07-19T03:00:00.000
THEFT,41.732836393,-87.573187615,2024-07-19T03:00:00.000
THEFT,41.885756225,-87.762221929,2024-07-19T03:00:00.000
THEFT,41.899135433,-87.644366171,2024-07-19T03:08:00.000
CRIMINAL DAMAGE,41.786584778,-87.622255717,2024-07-19T03:10:00.000
WEAPONS VIOLATION,41.876915862,-87.679667927,2024-07-19T03:10:00.000
BURGLARY,41.766114415,-87.572039808,2024-07-19T03:14:00.000
ROBBERY,41.898436878,-87.689990417,2024-07-19T03:15:00.000
BURGLARY,42.002543447,-87.817594525,2024-07-19T03:18:00.000
BURGLARY,41.702737032,-87.535974085,2024-07-19T03:18:00.000
BURGLARY,42.002424492,-87.817382097,2024-07-19T03:19:00.000
THEFT,41.733891947,-87.606104889,2024-07-19T03:22:00.000
ROBBERY,41.89521444,-87.663470952,2024-07-19T03:25:00.000
ROBBERY,41.886726812,-87.706292504,2024-07-19T03:30:00.000
MOTOR VEHICLE THEFT,41.81816795,-87.689605833,2024-07-19T03:30:00.000
CRIMINAL TRESPASS,41.88922516,-87.630193562,2024-07-19T03:30:00.000
CRIMINAL DAMAGE,41.981509836,-87.808661438,2024-07-19T03:30:00.000
THEFT,41.790180517,-87.642615225,2024-07-19T03:30:00.000
MOTOR VEHICLE THEFT,41.751404406,-87.719107563,2024-07-19T03:30:00.000
BURGLARY,41.903891052,-87.688278937,2024-07-19T03:30:00.000
BURGLARY,41.88233367,-87.627841791,2024-07-19T03:33:00.000
BATTERY,41.772410563,-87.583839318,2024-07-19T03:34:00.000
OTHER OFFENSE,41.803417249,-87.585796054,2024-07-19T03:45:00.000
MOTOR VEHICLE THEFT,41.776096823,-87.600964954,2024-07-19T04:00:00.000
MOTOR VEHICLE THEFT,41.747516649,-87.584198566,2024-07-19T04:00:00.000
ASSAULT,41.852672481,-87.711173003,2024-07-19T04:00:00.000
BATTERY,41.769168164,-87.568224317,2024-07-19T04:00:00.000
OTHER OFFENSE,41.871163429,-87.66292172,2024-07-19T04:03:00.000
CRIMINAL DAMAGE,41.782113773,-87.702011016,2024-07-19T04:05:00.000
MOTOR VEHICLE THEFT,41.796329985,-87.735500732,2024-07-19T04:18:00.000
CONCEALED CARRY LICENSE VIOLATION,41.976762981,-87.900983721,2024-07-19T04:19:00.000
CRIMINAL DAMAGE,41.87584156,-87.74811115,2024-07-19T04:20:00.000
ROBBERY,41.814609283,-87.695628215,2024-07-19T04:25:00.000
BATTERY,41.924025921,-87.707198836,2024-07-19T04:25:00.000
ROBBERY,41.814590054,-87.695624737,2024-07-19T04:30:00.000
THEFT,41.933639793,-87.641370887,2024-07-19T04:30:00.000
CRIMINAL DAMAGE,41.956988088,-87.713008691,2024-07-19T04:30:00.000
CRIMINAL DAMAGE,42.019475696,-87.683652771,2024-07-19T04:33:00.000
CRIMINAL DAMAGE,41.896024683,-87.670209791,2024-07-19T04:38:00.000
